2025-05-22 11:19:58 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 20:48:02 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [OPTIONS, HEAD, GET] /static/<path:filename>', 'index [OPTIONS, HEAD, GET] /', 'all_employees [OPTIONS, HEAD, GET] /employees', 'bench_employees [OPTIONS, HEAD, GET] /employees/bench', 'active_projects [OPTIONS, HEAD, GET] /employees/active_projects', 'completed_projects [OPTIONS, HEAD, GET] /employees/completed_projects', 'emoloyees_by_department [OPTIONS, HEAD, GET] /employees/by_department/<department>']
2025-05-22 20:48:02 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 20:48:02 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 20:48:02 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 20:48:02 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 20:48:02 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 20:48:02 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 20:48:02 | INFO     | employee_api.main:73 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 20:48:02 | INFO     | employee_api.main:74 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 20:48:02 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [GET, HEAD, OPTIONS] /static/<path:filename>', 'index [GET, HEAD, OPTIONS] /', 'all_employees [GET, HEAD, OPTIONS] /employees', 'bench_employees [GET, HEAD, OPTIONS] /employees/bench', 'active_projects [GET, HEAD, OPTIONS] /employees/active_projects', 'completed_projects [GET, HEAD, OPTIONS] /employees/completed_projects', 'emoloyees_by_department [GET, HEAD, OPTIONS] /employees/by_department/<department>']
2025-05-22 20:48:02 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 20:53:00 | INFO     | employee_api.main:62 | emoloyees_by_department() | [Thread-4 (process_request_thread)] | API REQUEST [1882108355888]: employees by department endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 20:53:00 | INFO     | app.service.employee_service:109 | get_employees_by_department() | [Thread-4 (process_request_thread)] | API REQUEST: Filtering of employees by department from total 15 employees
2025-05-22 20:53:00 | INFO     | app.service.employee_service:113 | get_employees_by_department() | [Thread-4 (process_request_thread)] | API RESPONSE: Returning 0 employee records withby department 'tech' projects
2025-05-22 20:53:00 | INFO     | employee_api.main:65 | emoloyees_by_department() | [Thread-4 (process_request_thread)] | API RESPONSE [1882108355888]: Returning 0 employees by department with HTTP 200 status
2025-05-22 20:53:32 | INFO     | employee_api.main:62 | emoloyees_by_department() | [Thread-5 (process_request_thread)] | API REQUEST [1882108355888]: employees by department endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 20:53:32 | INFO     | app.service.employee_service:109 | get_employees_by_department() | [Thread-5 (process_request_thread)] | API REQUEST: Filtering of employees by department from total 15 employees
2025-05-22 20:53:32 | INFO     | app.service.employee_service:113 | get_employees_by_department() | [Thread-5 (process_request_thread)] | API RESPONSE: Returning 5 employee records withby department 'IT' projects
2025-05-22 20:53:32 | INFO     | employee_api.main:65 | emoloyees_by_department() | [Thread-5 (process_request_thread)] | API RESPONSE [1882108355888]: Returning 5 employees by department with HTTP 200 status
2025-05-22 20:53:46 | INFO     | app.service.employee_service:47 | get_all_employees() | [Thread-6 (process_request_thread)] | API REQUEST: Retrieving complete employee dataset containing 15 records
2025-05-22 20:53:46 | INFO     | app.service.employee_service:49 | get_all_employees() | [Thread-6 (process_request_thread)] | API RESPONSE: Returning 15 employee records with 10 total projects
2025-05-22 20:54:06 | INFO     | employee_api.main:62 | emoloyees_by_department() | [Thread-7 (process_request_thread)] | API REQUEST [1882108355888]: employees by department endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 20:54:06 | INFO     | app.service.employee_service:109 | get_employees_by_department() | [Thread-7 (process_request_thread)] | API REQUEST: Filtering of employees by department from total 15 employees
2025-05-22 20:54:06 | INFO     | app.service.employee_service:113 | get_employees_by_department() | [Thread-7 (process_request_thread)] | API RESPONSE: Returning 2 employee records withby department 'QA' projects
2025-05-22 20:54:06 | INFO     | employee_api.main:65 | emoloyees_by_department() | [Thread-7 (process_request_thread)] | API RESPONSE [1882108355888]: Returning 2 employees by department with HTTP 200 status
2025-05-22 20:56:56 | INFO     | app.service.employee_service:47 | get_all_employees() | [Thread-8 (process_request_thread)] | API REQUEST: Retrieving complete employee dataset containing 15 records
2025-05-22 20:56:56 | INFO     | app.service.employee_service:49 | get_all_employees() | [Thread-8 (process_request_thread)] | API RESPONSE: Returning 15 employee records with 10 total projects
2025-05-22 20:58:31 | INFO     | employee_api.main:50 | completed_projects() | [Thread-9 (process_request_thread)] | API REQUEST [1882108355888]: Completed projects endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 20:58:31 | INFO     | app.service.employee_service:81 | get_by_project_status() | [Thread-9 (process_request_thread)] | API REQUEST: Filtering employees by project status: 'completed'
2025-05-22 20:58:31 | INFO     | app.service.employee_service:96 | get_by_project_status() | [Thread-9 (process_request_thread)] | STATISTICS: Found 6 employees (40.00% of workforce) with 6 'completed' projects
2025-05-22 20:58:31 | INFO     | app.service.employee_service:104 | get_by_project_status() | [Thread-9 (process_request_thread)] | DETAILED BREAKDOWN: Employees with 'completed' projects by department: {'HR': 1, 'IT': 2, 'Finance': 2, 'QA': 1}
2025-05-22 20:58:31 | INFO     | app.service.employee_service:106 | get_by_project_status() | [Thread-9 (process_request_thread)] | API RESPONSE: Returning 6 employee records with 'completed' projects
2025-05-22 20:58:31 | INFO     | employee_api.main:54 | completed_projects() | [Thread-9 (process_request_thread)] | API RESPONSE [1882108355888]: Returning 6 employees with completed projects with HTTP 200 status
2025-05-22 20:58:50 | INFO     | employee_api.main:39 | active_projects() | [Thread-10 (process_request_thread)] | API REQUEST [1882108355888]: Active projects endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 20:58:50 | INFO     | app.service.employee_service:81 | get_by_project_status() | [Thread-10 (process_request_thread)] | API REQUEST: Filtering employees by project status: 'active'
2025-05-22 20:58:50 | INFO     | app.service.employee_service:96 | get_by_project_status() | [Thread-10 (process_request_thread)] | STATISTICS: Found 4 employees (26.67% of workforce) with 4 'active' projects
2025-05-22 20:58:50 | INFO     | app.service.employee_service:104 | get_by_project_status() | [Thread-10 (process_request_thread)] | DETAILED BREAKDOWN: Employees with 'active' projects by department: {'IT': 4}
2025-05-22 20:58:50 | INFO     | app.service.employee_service:106 | get_by_project_status() | [Thread-10 (process_request_thread)] | API RESPONSE: Returning 4 employee records with 'active' projects
2025-05-22 20:58:50 | INFO     | employee_api.main:43 | active_projects() | [Thread-10 (process_request_thread)] | API RESPONSE [1882108355888]: Returning 4 employees with active projects with HTTP 200 status
2025-05-22 21:02:55 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:02:55 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:02:55 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:02:55 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:02:55 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:09:13 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:09:13 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:09:13 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:09:13 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:09:13 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:09:24 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:09:24 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:09:24 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:09:24 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:09:24 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:10:37 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:10:37 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:10:37 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:10:37 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:10:37 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:10:37 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:10:37 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:10:37 | INFO     | employee_api.main:89 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [OPTIONS, GET, HEAD] /static/<path:filename>', 'index [OPTIONS, GET, HEAD] /', 'all_employees [OPTIONS, GET, HEAD] /employees', 'bench_employees [OPTIONS, GET, HEAD] /employees/bench', 'active_projects [OPTIONS, GET, HEAD] /employees/active_projects', 'completed_projects [OPTIONS, GET, HEAD] /employees/completed_projects', 'emoloyees_by_department [OPTIONS, GET, HEAD] /employees/by_department/<department>', 'emoloyees_by_designation [OPTIONS, GET, HEAD] /employees/by_designation/<designation>']
2025-05-22 21:10:37 | INFO     | employee_api.main:90 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:10:38 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:10:38 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:10:38 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:10:38 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:10:38 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:10:38 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:10:38 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:10:38 | INFO     | employee_api.main:89 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, OPTIONS, GET] /static/<path:filename>', 'index [HEAD, OPTIONS, GET] /', 'all_employees [HEAD, OPTIONS, GET] /employees', 'bench_employees [HEAD, OPTIONS, GET] /employees/bench', 'active_projects [HEAD, OPTIONS, GET] /employees/active_projects', 'completed_projects [HEAD, OPTIONS, GET] /employees/completed_projects', 'emoloyees_by_department [HEAD, OPTIONS, GET] /employees/by_department/<department>', 'emoloyees_by_designation [HEAD, OPTIONS, GET] /employees/by_designation/<designation>']
2025-05-22 21:10:38 | INFO     | employee_api.main:90 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:10:44 | INFO     | employee_api.main:73 | emoloyees_by_designation() | [Thread-2 (process_request_thread)] | API REQUEST [2583911165152]: employees by designation endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 21:10:44 | INFO     | app.service.employee_service:121 | get_employees_by_designation() | [Thread-2 (process_request_thread)] | API REQUEST: Filtering of employees by designation from total 15 employees
2025-05-22 21:10:44 | INFO     | app.service.employee_service:124 | get_employees_by_designation() | [Thread-2 (process_request_thread)] | API RESPONSE: Returning 1 employee records with specified designation 'Support Engineer' projects
2025-05-22 21:10:44 | INFO     | employee_api.main:76 | emoloyees_by_designation() | [Thread-2 (process_request_thread)] | API RESPONSE [2583911165152]: Returning 1 employees by designation with HTTP 200 status
2025-05-22 21:11:24 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:11:24 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:11:24 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:11:24 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:11:24 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:11:24 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:11:24 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:11:24 | INFO     | employee_api.main:89 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, OPTIONS, GET] /static/<path:filename>', 'index [HEAD, OPTIONS, GET] /', 'all_employees [HEAD, OPTIONS, GET] /employees', 'bench_employees [HEAD, OPTIONS, GET] /employees/bench', 'active_projects [HEAD, OPTIONS, GET] /employees/active_projects', 'completed_projects [HEAD, OPTIONS, GET] /employees/completed_projects', 'emoloyees_by_department [HEAD, OPTIONS, GET] /employees/by_department/<department>', 'emoloyees_by_designation [HEAD, OPTIONS, GET] /employees/by_designation/<designation>']
2025-05-22 21:11:24 | INFO     | employee_api.main:90 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:46:00 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:46:00 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
